% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
'Marten Transport','Marten Transport, Ltd. Common Stock',MRTN,EQ0010549500001000,0.56,0.45,US,0.25,2/27/1992,stock,0.05,20.18,20.21,19.7131,37387,207431.7,207431.7,23.39,0.5985,38865237.25,16.42,1076555000.0,1.83538,18.094,54703466.0,'Marten Transport Ltd. engages in the provision of temperature-sensitive truckload carrier services. It operates through the following segments: Truckload, Dedicated, Intermodal, and Brokerage. The Truckload segment includes transport of food and consumer packaged goods that require a temperature-controlled or insulated environment. The Dedicated segment provides transportation solutions to individual customers using temperature-controlled trailers, dry vans, and specialized equipment. The Intermodal segment offers transports its customer\'s freight utilizing temperature-controlled trailers and dry containers on railroad flatcars for portions of trips. The Brokerage segment involves in arranging smaller third-party carriers to transport freight for its customers in temperature-controlled trailers and dry vans. The company was founded by Roger R. Marten in 1946 and is headquartered in Mondovi, WI.','Randolph L. Marten',Mondovi,Wisconsin,Transportation,Trucking,4179.0,1946.0
Carlsberg,'Carlsberg AS Sponsored ADR Representing Class B Shares (Denmark)',CABGY,EQ0000000009802240,1.0,1.0,DK,1.0,3/1/2010,adr,0.05,27.29,27.52,27.2,377229,129927.1,129927.1,31.47,1.39452,593793000.0,24.47,15601622400.0,2.94969,20.1986,583762770.0,'Carlsberg A/S engages in the production and marketing of beer, craft and specialty, and non-alcoholic beer. Its products include Carlsberg, Ringnes, Falcon, Baltika, Beerlao, and Chonqing. It operates through the following geographical segments: Western Europe, Eastern Europe, and Asia. The company was founded by Jacob Christian Jacobsen in 1883 and is headquartered in Copenhagen, Denmark. CABGY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Cees\'t C. Hart',Copenhagen,'Capital Region','Consumer Non Durables','Beverages Alcoholic',?,1883.0
Middleby,'Middleby Corporation (The) Common Stock',MIDD,EQ0010523700001000,0.5,0.25,US,0.25,3/17/1992,stock,0.05,108.34,108.55,106.565,182191,574023.1,574023.1,142.98,?,55041026.88,105.32,6282603516.0,3.2323,17.695,56190000.0,'The Middleby Corp. engages in the design, manufacture, marketing, and distribution of foodservice equipment. It operates through the following segments: Commercial Foodservice Equipment Group, Food Processing Equipment Group, Residential Kitchen Equipment Group, and Corporate and Other. The Commercial Foodservice Equipment Group segment manufactures, sells, and distributes foodservice equipment for the restaurant and institutional kitchen industry. The Food Processing Equipment Group segment includes manufactures preparation, cooking, packaging food handling, and food safety equipment for the food processing industry. The Residential Kitchen Equipment Group segment manufactures, sells, and distributes kitchen equipment such as cookers, stoves, ovens, refrigerators, dishwashers, microwaves, cooktops, wine coolers, ice machines, ventilation, and outdoor equipment for the residential market. The Corporate and Other segment refers to the corporate and other general company assets and operations. The company was founded in 1888 and is headquartered in Elgin, IL.','Timothy John Fitzgerald',Elgin,Illinois,'Producer Manufacturing','Industrial Machinery',9778.0,1888.0
Neogen,'Neogen Corporation Common Stock',NEOG,EQ0010565500001000,0.5,0.25,US,0.25,1/3/1994,stock,0.05,62.3,63.81,61.33,32552,195590.2,195590.2,79.83,?,52486872.83,50.6,3202193115.0,4.78496,55.2015,52711000.0,'Neogen Corp. engages in the development, manufacture, and sale of products dedicated to food and animal safety. It operates through the following segments: Food Safety, Animal Safety, and Corporate and Eliminations. The Food Safety segment consists of diagnostic test kits and related products used by food producers and processors to detect harmful natural toxins, foodborne bacteria, allergens, drug residues, and levels of general sanitation. The Animal Safety segment includes a line of consumable products marketed to veterinarians and animal health product distributors. The Corporate and eliminations segment refers to the corporate assets, including cash and cash equivalents, marketable securities, current and deferred tax accounts, and overhead expenses not allocated to specific business segments. The company was founded on June 30, 1981 and is headquartered in Lansing, MI.','John E. Adent',Lansing,Michigan,'Health Technology','Medical Specialties',1682.0,1981.0
'Weis Markets','Weis Markets, Inc.',WMK,EQ0010163400001000,0.56,0.45,US,0.25,1/2/1990,stock,0.05,37.59,37.735,36.989,23889,79795.7,79795.7,49.2635,3.22245,16298800.0,35.0,1004924200.0,0.9587,16.12,26898443.0,'Weis Markets, Inc. engages in the ownership and operation of retail food stores. Its retail stores offer groceries, dairy products, frozen foods, meats, seafood, fresh produce, floral, pharmacy services, deli products, prepared foods, bakery products, beer and wine, fuel, and general merchandise items. The company was founded by Harry Weis and Sigmund Weis in 1912 and is headquartered in Sunbury, PA.','Jonathan H. Weis',Sunbury,Pennsylvania,'Retail Trade','Food Retail',23000.0,1912.0
Carlisle,'Carlisle Companies, Inc.',CSL,EQ0010027100001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,148.43,150.92,147.34,142860,681472.7,681472.7,169.86,1.32899,55243611.77,119.11,8123851074.0,3.17132,18.3674,55914700.0,'Carlisle Cos., Inc. engages in the manufacture and distribution of engineered products for both original equipment and aftermarket channels. It operates through the following segments: Carlisle Construction Materials, Carlisle Interconnect Technologies, Carlisle Fluid Technologies, and Carlisle Brake  Friction. The Carlisle Construction Materials segment includes the manufacture of insulation materials, rubber, thermoplastic polyolefin, and polyvinyl chloride roofing membranes; related roofing accessories; and waterproofing products. The Carlisle Interconnect Technologies segment focuses on the design and manufacture of wire, cable, connectors, contacts and cable assemblies for the transfer of power and data. The Carlisle Fluid Technologies segment deals with industrial liquid and powder finishing equipment and integrated system solutions for spraying, pumping, mixing, metering and curing of a variety of coatings. The Carlisle Brake and Friction segment covers brakes and friction material and clutch and transmission friction material. The company was founded by Charles S. Moomy in 1917 and is headquartered in Scottsdale, AZ.','D. Christian Koch',Scottsdale,Arizona,'Producer Manufacturing','Miscellaneous Manufacturing',15000.0,1917.0
'Post Holdings','POST HOLDINGS, INC.',POST,EQ0000000019062394,0.5,0.25,US,0.25,2/6/2012,stock,0.05,101.77,102.72,100.99,242429,1034448.5,1034448.5,113.73,?,64663907.22,94.19,7078753418.0,2.14792,77.1711,69906700.0,'Post Holdings, Inc. is a consumer packaged goods holding company, which engages in operating of centre-of-the-store, refrigerated, foodservice, food ingredient, active nutrition, and private brand food categories. It operates through the following segments: Post Consumer Brands, Weetabix, Refrigerated Food, Active Nutrition, and Foodservice. The Post Consumer Brands segment manufactures, markets, and sells branded and private label RTE cereal and hot cereal products. The Weetabix segment focuses in the marketing and distribution of branded and private label RTE cereal products. The Refrigerated Food segment produces and/or distributes egg products, sausage, side dishes, cheese, and other refrigerated products to retail and foodservice customers. The Active Nutrition segment markets and distributes ready-to-drink beverages, bars, powders, and other nutritional supplements. The Foodservice segment includes egg and potato products. The company was founded by Charles William Post in 1895 and is headquartered in St. Louis, MO.','Robert V. Vitale','St. Louis',Missouri,'Consumer Non-Durables','Food: Specialty/Candy',10100.0,1895.0
Ingles,'Ingles Markets, Incorporated Class A Common Stock',IMKTA,EQ0010466400002000,0.68,0.6,US,0.25,3/31/2005,stock,0.05,37.27,37.9,37.2,25788,138888.3,138888.3,49.1443,1.75113,14175940.01,25.57,705472809.0,1.09347,9.88227,14193000.0,'Ingles Markets, Inc. engages in the operation of a supermarket chain in Georgia, North Carolina, Tennessee, Virginia, and Alabama. It offers its products through the following categories: grocery, non-foods, perishables and other. The grocery products comprises of groceries, dairy, and frozen foods. The non-foods products include alcoholic beverages, tobacco, pharmacy, health, and video. The perishables products include meat, produce, deli and bakery. The company was founded by Robert P. Ingle in 1963 and is headquartered in Black Mountain, NC.','James W. Lanning','Black Mountain','North Carolina','Retail Trade','Food Retail',27000.0,1963.0
'Eagle Pharmaceuticals','Eagle Pharmaceuticals, Inc. Common Stock',EGRX,EQ0000000033972534,0.68,0.6,US,0.25,2/12/2014,stock,0.05,44.19,45.05,42.82,135367,222611.0,222611.0,64.94,?,13014500.0,40.65,682165833.0,3.3464,44.32,14862000.0,'Eagle Pharmaceuticals, Inc. engages in the provision of injectable products. Its products include argatroban, ryanodex, docetaxel injection, non-alcohol formulation and bendeka. The company was founded by Scott L. Tarriff on January 2, 2007 and is headquartered in Woodcliff Lake, NJ.','Scott L. Tarriff','Woodcliff Lake','New Jersey','Health Technology','Pharmaceuticals: Other',96.0,2007.0
'John Bean Technologies','John Bean Technologies Corporation',JBT,EQ0000000006545441,0.5,0.25,US,0.25,8/1/2008,stock,0.05,98.69,99.25,96.85,57457,191847.0,191847.0,127.97,0.39976,30932040.6,85.39,3067265625.0,5.56377,24.8214,31667000.0,'John Bean Technologies Corp. is a technology solutions provider, which engages in the food, beverage, and air transportation industries. It operates through the JBT FoodTech and JBT AeroTech business segments. The JBT FoodTech segment designs, manufactures, and services technologically food processing systems for the preparation of meat, seafood and poultry products, ready-to-eat meals, shelf stable packaged foods, bakery products, juice and dairy products, and fruit and vegetable products. The JBT AeroTech segment supplies customized solutions and services used for applications in the air transportation industry, including airport authorities, airlines, airfreight, ground handling companies, the military, and defense contractors. The company was founded on May 12, 1994 and is headquartered in Chicago, IL.','Thomas W. Giacomini',Chicago,Illinois,'Producer Manufacturing','Industrial Machinery',6400.0,1994.0
'PowerShares Dynamic Food  Beverage Portfolio','Invesco Dynamic Food  Beverage ETF',PBJ,EQ0000000001799077,0.5,0.25,US,0.25,6/23/2005,etp,0.05,31.41,31.6751,31.3479,6542,13818.1,13818.1,35.79,1.32606,?,29.52,62311800.0,3.03569,36.8477,2050000.0,'PBJ tracks a multifactor, tiered equal-weighted index of US food industry stocks.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'Hudson Group','Hudson Ltd. Class A Common Shares',HUD,EQ0000000060875396,0.8,0.75,GB,0.25,2/1/2018,stock,0.05,7.7,7.805,7.45,281638,465205.3,465205.3,16.95,?,39379600.0,7.45,860922607.0,1.31309,30.9344,92472915.0,'Hudson Ltd. engages in the travel retail operations. It manages travel essentials and convenience, duty-free and quick-service food stores. The company was founded in 1918 and is headquartered in Feltham, the United Kingdom.','Roger Fordyce',Feltham,'Greater London','Retail Trade','Specialty Stores',10094.0,1918.0
Kao,'Kao Corporation ADR Repstg 1/5 Com - Unsponsored (Japan)',KAOOY,EQ0000000064710577,1.0,1.0,JP,1.0,5/3/2018,adr,0.05,14.85,15.02,14.85,355203,181823.2,181823.2,18.645,?,2257880000.0,14.0,34962593200.0,4.43,25.76,2404582670.0,'Kao Corp. engages in the manufacture and sale of consumer and chemical products. It operates through the following segments: Beauty Care, Human Health Care, Fabric and Home Care, and Chemicals. The Beauty Care segment includes cosmetics, skin care, and hair care products. The Human Health Care segment offers food, beverage, sanitary, and personal health products. The Fabric and Home Care segment manufactures and sells fabric care and home care products. The Chemical segment consists of oleo, performance and specialty chemicals. The company was founded by Tomiro Nagase on June 19, 1887 and is headquartered in Tokyo, Japan. KAOOY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Michitaka Sawada',Tokyo,Tokyo,'Consumer Non Durables','Household Or Personal Care',33664.0,1887.0
'Constellation Brands','CONSTELLATION BRANDS, INC. CLASS B',STZ.B,EQ0010784300003000,0.5,0.25,US,0.25,10/12/1999,stock,0.05,?,?,?,0,766.1,766.1,214.51,1.5925,134463.616,166.5,32932144424.0,2.76139,43.0194,189317177.0,'Constellation Brands, Inc. engages in the production, marketing, and distribution of beer, wine, and spirits. It operates through the following segments: Beer, Wine and Spirits, and Corporate Operations and Other and Canopy. The Beer segment includes imported and craft beer brands. The Wine and Spirits segment sells wine brands across all categories-table wine, sparkling wine and dessert wine-and across all price points. The Corporate Operations and Other segment comprises of costs of executive management, corporate development, corporate finance, human resources, internal audit, investor relations, legal, public relations and information technology. The Canopy segment consists of canopy equity method Investments. The company was founded by Marvin Sands in 1945 and is headquartered in Victor, NY.','William A. Newlands',Victor,'New York','Consumer Non-Durables','Beverages: Alcoholic',9800.0,1945.0
'Northwest Pipe','Northwest Pipe Company Common Stock',NWPX,EQ0017127200001000,0.68,0.6,US,0.25,11/30/1995,stock,0.05,32.38,32.65,31.7,40378,65682.7,65682.7,36.7,?,9482593.131,18.04,307517822.0,1.3689,11.6175,9747000.0,'Northwest Pipe Co. operates as a manufacturer of engineered steel pipe water systems in North America. It operates through the Water Transmission segment, which manufactures steel pipeline systems for drinking water infrastructure. The firm serves a range of markets and its solution-based products for applications including: water transmission, plant piping, tunnels and river crossings. The company was founded in 1966 and is headquartered in Vancouver, WA.','Scott J. Montross',Vancouver,Washington,'Producer Manufacturing','Metal Fabrication',691.0,1966.0
'Park City Group','Park City Group, Inc. Common Stock',PCYG,EQ0020244900001000,1.0,1.0,US,0.25,8/11/2006,stock,0.05,5.04,5.04,4.95,8732,53730.3,53730.3,8.2515,?,12095447.1,4.27,100641197.0,2.33375,68.3715,19580000.0,'Park City Group, Inc. is a software-as-a-service provider, which engages in the design, development, marketing, and support of proprietary software products. It offers cloud-based applications and services that address e-commerce, supply chain, food safety and compliance activities. The company was founded by Randall K. Fields in May 1990 and is headquartered in Murray, UT.','Randall K. Fields',Murray,Utah,'Technology Services','Data Processing Services',74.0,1990.0
'JJ Snack Foods','J  J Snack Foods Corp. Common Stock',JJSF,EQ0010484700001000,0.5,0.25,US,0.25,1/3/1994,stock,0.05,165.89,167.335,165.2217,20142,119307.7,119307.7,196.84,1.4027,15131945.93,149.71,3042553711.0,3.67829,33.0412,18919000.0,'JJ Snack Foods Corp. manufactures nutritional snack foods and distribution of frozen beverages to the food service and retail supermarket industries. It operates through the following segments: Food Service, Retail Supermarkets, and Frozen Beverages. The Food Service segment includes soft pretzels, frozen juice treats and desserts, churros, dough enrobed handheld products, and baked goods. The Retail Supermarkets segment offers soft pretzel products including Superpretzel, frozen juice treats and desserts, including Luigi\'s real Italian ice, Minute Maid juice bars and soft frozen lemonade, Whole Fruit frozen fruit bars and sorbet, Philly Swirl cups and sticks, ICEE Squeeze-Up Tubes and dough enrobed handheld products including Patio burritos. The Frozen Beverages segment provides frozen beverages to the food service industry primarily under the names ICEE, SLUSH PUPPIE, and PARROT ICE in the United States, Mexico, and Canada; as well as repair and maintenance service. The company was founded by Gerald B. Shreiber on September 27, 1971 and is headquartered in Pennsauken, NJ.','Gerald B. Shreiber',Pennsauken,'New Jersey','Consumer Non-Durables','Food: Specialty/Candy',6100.0,1971.0
Glatfelter,Glatfelter,GLT,EQ0010417900001000,0.56,0.45,US,0.25,1/3/1994,stock,0.05,14.5252,14.815,14.39,43200,184029.5,184029.5,19.03,3.59364,43079000.0,12.88,630761900.0,1.1365,?,44248476.0,'P.H. Glatfelter Co. is engaged in the manufacture of papers and fiber-based engineered materials. It operates through the following two business segments: Composite Fibers and Advanced Airlaid Materials. The Composite Fibers segment focuses on producing food and beverage paper, wallcovering, metalized products, composite laminates papers and technical specialties paper products. The Advanced Airlaid Materials segment engages in supplying of highly absorbent cellulose based airlaid non-woven materials used to manufacture a consumer and industrial products, including feminine hygiene, adult incontinence, home care such as specialty wipes, table top and towels and food pads and other. The company was founded by Philip H. Glatfelter in 1864 and is headquartered in York, PA.','Dante C. Parrini, MBA',York,Pennsylvania,'Process Industries','Pulp And Paper',2557.0,1864.0
'Lancaster Colony','Lancaster Colony Corporation Common Stock',LANC,EQ0010498800001000,0.5,0.25,US,0.25,1/3/1994,stock,0.05,150.18,151.71,148.08,36821,238493.1,238493.1,165.5,1.87592,17926397.79,133.77,3974252930.0,5.3138,27.8351,27513000.0,'Lancaster Colony Corp. engages in the manufacture and marketing of specialty food products. It operates through Retail and Foodservices segments. The Retail and Foodservices segments focuses in the manufacture and selling of frozen breads; refrigerated dressings and dips; and shelf-stable dressings and croutons under the brand name New York BRAND Bakery, Sister Schubert\'s, Marzetti Frozen Pasta, and Flatout. The company was founded in 1961 and is headquartered in Westerville, OH.','David Alan Ciesinski',Westerville,Ohio,'Consumer Non-Durables','Food: Specialty/Candy',3200.0,1961.0
'Ardagh Group','Ardagh Group S.A. Class A Common Shares',ARD,EQ0000000035753423,0.56,0.45,LU,0.25,3/15/2017,stock,0.05,18.24,18.64,18.16,23125,109586.5,109586.5,21.54,3.09392,18661000.0,12.685,4263952400.0,-19.7404,?,236360000.0,'Ardagh Group SA engages in the provision of packaging solutions for food and beverage markets. The firms products include metal beverage cans, as well as glass containers primarily for beverage and food markets. It operates through the following segments: Metal Beverage Packaging Europe, Metal Beverage Packaging Americas, Glass Packaging Europe, and Glass Packaging North America. The company was founded in 1932 and is headquartered in Luxembourg.','Paul R. Coulson',Luxembourg,Luxembourg,'Process Industries','Containers Or Packaging',16340.0,1932.0
'Molson Coors Beverage','Molson Coors Beverage Company Class A',TAP.A,EQ0000000000443378,1.0,1.0,US,0.25,2/9/2005,stock,0.05,59.9,59.9,59.9,900,204.2,204.2,80.0,3.73832,16561.987,54.0001,10753501678.0,0.983065,54.7339,216331000.0,'Molson Coors Beverage Co. is a holding company, which engages in the provision of beer. It operates through the following segments: United States, Canada, Europe, International, and Corporate. The United States segment consists of production, marketing and sales of its brands, and other owned and licensed brands in the United States. The Canada segment includes production, marketing and sales of its brands, and other owned and licensed brands in Canada. The Europe segment comprises of production, marketing and sales of its brands as well as a number of regional brands in the United Kingdom, Republic of Ireland, and Central Europe. The International segment focuses its operations on Latin America, Europe, Asia Pacific, and Africa. The Corporate segment represents interest and certain other general and administrative costs that are not allocated to any of the operating segments. It operates under the brands Blue Moon, Coors Banquet, Coors Light, Miller Genuine Draft, Miller Lite, taropramen, Carling, Molson Canadian, Creemore Springs, Cobra, Doom Bar, Henry\'s Hard and Leinenkugel\'s. The company was founded in 1786 and is headquartered in Denver, CO.','Gavin D. K. Hattersley',Denver,Colorado,'Consumer Non-Durables','Beverages: Alcoholic',17700.0,1786.0
'First Trust Nasdaq Food  Beverage ETF','First Trust Exchange-Traded Fund VI First Trust Nasdaq Food  Beverage ETF',FTXG,EQ0000000051783225,0.5,0.25,US,0.25,9/21/2016,etp,0.05,20.185,20.185,20.185,251,2193.4,2193.4,23.88,1.37398,?,18.95,3024889.331,2.95121,40.0782,150002.0,'FTXG follows a liquidity-selected, multi-factor-weighted index of US food  beverage companies.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
Seaboard,'Seaboard Corporation',SEB,EQ0010674300010000,0.5,0.25,US,0.25,3/17/1992,stock,0.05,3498.0,3554.01,3418.84,305,1066.2,1066.2,4743.71,0.25441,255295.77,3370.5,3978474854.0,1.16272,14.5721,1165000.0,'Seaboard Corp. engages in the provision of agribusiness and transportation businesses. It operates through the following segments: Pork; Commodity Trading and Milling; Marine; Sugar  Alcohol, Power; and Turkey. The Pork segment produces and sells fresh and frozen pork products to further processors, food service operators, grocery stores, distributors, and retail outlets throughout the United States, Japan, Mexico, and other foreign markets. The Commodity Trading and Milling segment focuses on integrated agricultural commodity trading and processing, and logistics operation that internationally markets wheat, corn, soybean meal, and other agricultural commodities in bulk to third-party customers, and to non-consolidated affiliates. The Marine segment provides covers cargo shipping services between the United States, the Caribbean Basin and Central, and South America. The Sugar and Alcohol segment refers to the production and processing of sugar and alcohol in Argentina, primarily to be sold locally. The Power segment pertains to unregulated independent power producer in the Dominican Republic operating a floating power generating facility. The turkey segment involves the production and sale of branded and non-branded turkeys and other products. The company was founded by Otto Bresky in 1918 and is headquartered in Merriam, KS.','Steven J. Bresky',Merriam,Kansas,'Consumer Non-Durables','Food: Meat/Fish/Dairy',13100.0,1918.0
'Bridgford Foods','Bridgford Foods Corporation Common Stock',BRID,EQ0010257400001000,1.0,1.0,US,0.25,1/2/1990,stock,0.05,17.83,17.83,17.83,179,4322.6,4322.6,38.0,?,1627106.712,16.325,158665955.0,2.55008,26.1478,9077000.0,'Bridgford Foods Corp. engages in the manufacture, market and distribution of frozen and snack food products throughout the United States. It operates through the Frozen Food Products and Snack Food Products business segments. The Frozen Food Products segment manufactures and distributes food products, including biscuits, bread dough items, roll dough items and sandwiches. The Snack Food Products segment distributes both products manufactured by the company and products manufactured or processed by third parties. The company was founded by Hugh H. Bridgford in February 1932 and is headquartered in Anaheim, CA.',?,Anaheim,California,'Consumer Non-Durables','Food: Specialty/Candy',564.0,1932.0
Symrise,'Symrise Ag Unsponsored ADR (Germany)',SYIEY,EQ0000000007116136,1.0,1.0,DE,1.0,10/30/2008,adr,0.05,25.81,25.9,25.645,14270,67769.1,67769.1,27.01,0.65788,494075000.0,21.76,13721463600.0,5.3062,42.05,541706440.0,'Symrise AG is a global supplier of fragrances, flavorings, cosmetic active ingredients and raw materials, as well as functional ingredients. It operates through the following three segments: Scent  Care, Flavor and Nutrition. The Scent and Care segment develops, produces and sells fragrances, cosmetic ingredients, aroma molecules and mint aromas. The Flavor segment offers flavors and ingredients which are used in beverages, savory and sweet business. The Nutrition segment offers solutions for food production based on natural ingredients. The company was founded in 2003 and is headquartered in Holzminden, Germany. SYIEY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Heinz-Jrgen Bertram, PhD',Holzminden,'Niedersachsen (Lwr Saxony)','Process Industries','Chemicals Specialty',9647.0,2006.0
'Acamar Partners Acquisition','Acamar Partners Acquisition Corp. Class A Common Stock',ACAM,EQ0000000071495124,0.5,0.25,US,0.25,4/15/2019,stock,0.05,10.13,10.13,10.13,506,13124.7,13124.7,10.5,?,29157000.49,9.68,386928833.0,77.2727,146.171,38196330.0,'Acamar Partners Acquisition Corp. is a blank check company, which intends focus on the consumer and retail sectors, including but not limited to businesses operating in travel retail, food and beverage, luxury goods, fashion, lifestyle and leisure products and services, and consumer branded products. The company was founded on November 7, 2018 and is headquartered in Miami, FL.','Luis Ignacio Solorzano Aizpuru',Miami,Florida,Finance,'Financial Conglomerates',?,2018.0
'Fuling Global','Fuling Global Inc. Ordinary Shares',FORK,EQ0000000044454056,1.0,1.0,CN,0.25,11/4/2015,stock,0.05,2.26,2.2711,2.24,3097,9137.3,9137.3,3.14,?,4603981.14,1.87,33961399.0,0.479847,2.01742,15796000.0,'Fuling Global, Inc. is a holding company that engages in the manufacture and distribution of disposable plastic food service products. It offers disposable cutlery, drinking straws, cups, plates, and other plastic products. The company was founded in 1993 and is headquartered in Wenling, China.','Xin Fu Hu',Wenling,Zhejiang,'Producer Manufacturing','Miscellaneous Manufacturing',1476.0,1992.0
McCormick,'McCormick  Company, Incorporated Voting CS',MKC.V,EQ0010173900002000,0.5,0.25,US,0.25,9/21/2001,stock,0.05,?,?,?,0,4221.6,4221.6,174.09,1.62879,7118997.562,132.3,19417139038.0,5.8752,29.0567,132913000.0,'McCormick  Co., Inc. engages in the manufacture, market and distribution of spices, seasoning mixes, condiments and other flavorful products to retail outlets, food manufacturers and foodservice businesses. It operates through the following segments: Consumer and Flavor Solutions. The Consumer segment operates by selling to retail channels, including grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce through the following brands: McCormick, Lawry\'s, Zatarain\'s, Simply Asia, Thai Kitchen, Ducros, Vahine, Schwartz, Club House, Kamis, Kohinoor and DaQiao. The Flavour Solutions segment provides products to multinational food manufacturers and foodservice customers. The company was founded by Willoughby M. McCormick in 1889 and is headquartered in Hunt Valley, MD.','Lawrence Erik Kurzius','Hunt Valley',Maryland,'Consumer Non-Durables','Food: Specialty/Candy',12400.0,1889.0
'Pan Pac','Pan Pac Intl Hldgs Corp American Depositary Receipts - Unsponsored',DQJCY,EQ0000000007120804,1.0,1.0,JP,1.0,11/24/2010,adr,0.05,17.62,17.66,17.515,369,12005.9,12005.9,18.98,0.38034,431521000.0,13.555,10505643837.0,3.3729,22.22,633652076.0,'Pan Pacific International Holdings Corp. engages in the retail of home electrical appliances, miscellaneous household goods, food, watches, and fashion-related merchandises. It operates through the following segments: Retail Business, Tenant Leasing and Other Business. The Retail Business segment sells electrical appliances, daily commodities, foods, watches, fashion merchandise, sporting goods, leisure equipment, DIY products, and others. This segment includes Don Quijote, a large-scale convenience and discount store; MEGA Don Quijote, a general discount store for families; Nagasakiya, a GMS; and Doit, a DIY store. The Tenant Leasing Business segment recruits and manages tenants of retail properties. The Other Business segment includes real estate operations, marketing business, and financial services. The company was founded by Takao Yasuda on September 5, 1980 and is headquartered in Tokyo, Japan. DQJCY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Kouji Ohara',Tokyo,Tokyo,'Retail Trade','Discount Stores',13546.0,1980.0
'G. Willi-Food','G. Willi-Food International,  Ltd. Ordinary Shares',WILC,EQ0021112000001000,1.0,1.0,IL,0.25,5/21/1997,stock,0.05,13.33,13.33,12.1,451,4777.1,4777.1,13.75,?,3486552.081,7.9001,176050430.0,1.24539,16.0233,13217000.0,'G. Willi Food International Ltd. engages in the provision of kosher food products. It engages in the development, import, export, marketing, and distribution of a variety of food products to supermarkets and retail chains worldwide, through its subsidiaries. The company was founded in January 1994 and is headquartered in Yavne, Israel.','Michael Luboschitz',Yavne,HaMerkaz,'Distribution Services','Food Distributors',157.0,1994.0
Bunzl,'Bunzl Plc American Depositary Shares',BZLFY,EQ0011130600009000,1.0,1.0,GB,1.0,6/6/2007,adr,0.05,25.55,25.84,25.295,17704,85365.8,85365.8,33.85,2.53947,329498000.0,23.79,8044498040.0,4.0182,18.67,334095713.0,'Bunzl Plc provides distribution and outsourcing services. It supplies non-food products operating primarily in the foodservice, grocery, cleaning and safety, non-food retail and healthcare markets. The firm offers supply services, including procurement and inventory management. It supply consumable products such as food packaging, disposable tableware and catering equipment, cleaning and hygiene supplies, guest amenities, personal protection equipment, packaging and healthcare consumables to various customer markets including grocery, foodservice, cleaning and hygiene, safety, non-food retail and healthcare. The company was founded in 1854 and is headquartered in London, the United Kingdom. BZLFY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Frank Andre van Zanten',London,'Greater London','Distribution Services','Wholesale Distributors',19006.0,1940.0
